step,t_iso,Ay,Ey,Coup2,modulation,mod_err,chosen_by
1,2025-12-19T00:41:45,0.0,0.0,0.0,0.2718584713198082,0.1,init_structured
2,2025-12-19T00:41:45,0.5,0.0,0.0,0.5937157823361525,0.1,init_structured
3,2025-12-19T00:41:45,-0.5,0.0,0.0,0.20988788037354866,0.1,init_structured
4,2025-12-19T00:41:45,0.0,0.5,0.0,0.2522680671636226,0.1,init_structured
5,2025-12-19T00:41:45,0.0,-0.5,0.0,0.049943498716267826,0.1,init_structured
6,2025-12-19T00:41:45,0.0,0.0,0.5,0.227965458899252,0.1,init_structured
7,2025-12-19T00:41:45,0.0,0.0,-0.5,0.03425674657171235,0.1,init_structured
8,2025-12-19T00:41:45,1.9851630844364774,1.2414735275361566,0.8566274709306674,0.04381915563372597,0.1,BO
9,2025-12-19T00:41:45,1.810608742011735,-0.3581728969195672,0.35344203844618693,0.0835908858138346,0.1,BO
10,2025-12-19T00:41:45,1.4449308242695844,0.8482564538741157,-0.45316953057854903,0.0,0.1,BO
11,2025-12-19T00:41:45,0.22705283817551436,0.9022263118354212,0.8864713881075463,0.4172998699194882,0.1,BO
12,2025-12-19T00:41:45,0.4283434811025555,0.3043973072732711,0.9916683547587595,0.6289926248874144,0.1,BO
13,2025-12-19T00:41:45,0.5560823458455593,-0.34316665427605564,1.4570190449978946,0.30996262310947365,0.1,BO
14,2025-12-19T00:41:45,0.7436935099375743,0.43077561248167484,0.5813753366022198,0.6639445241121235,0.1,BO
15,2025-12-19T00:41:45,0.5331478220134551,0.709979509554199,1.344361768303452,0.3706000042334475,0.1,BO
16,2025-12-19T00:41:45,0.8399779323202381,0.9499441001980538,0.5804743493436311,0.2527456809484584,0.1,BO
17,2025-12-19T00:41:45,0.66651597705882,0.12280228681897531,0.8409292291540651,0.557538230749292,0.1,BO
18,2025-12-19T00:41:45,0.7321980160390487,0.6515325414910373,0.4811971612497339,0.5416863936412071,0.1,BO
19,2025-12-19T00:41:45,0.44844968511285677,-0.1577249678588788,0.595649836949828,0.4498908258383227,0.1,BO
20,2025-12-19T00:41:45,0.3283953210528541,0.4428741753523706,0.7593823697789426,0.6856103988546642,0.1,BO
21,2025-12-19T00:41:45,0.3290995027195902,0.2679157555690663,1.3286815416320552,0.38295783863889615,0.1,BO
22,2025-12-19T00:41:45,0.5077953670452309,0.04905362832486526,0.35376619387781405,0.6642915714089317,0.1,BO
23,2025-12-19T00:41:45,0.8886788061526611,0.533400835474386,0.7525235083048849,0.6350004018226919,0.1,BO
24,2025-12-19T00:41:45,0.30041381030498693,0.20392264533742166,1.0065750352349174,0.6963068262175929,0.1,BO
25,2025-12-19T00:41:45,0.40626256022038376,0.1499424908360094,1.090116717831822,0.4425837281566443,0.1,BO
26,2025-12-19T00:41:45,0.6831693001436836,0.06756367179935374,0.8516505171886064,0.5648334079232508,0.1,BO
27,2025-12-19T00:41:45,0.8998302229312878,0.3039661443373922,1.018320696857348,0.35175571431502595,0.1,BO
28,2025-12-19T00:41:45,0.7064844521182665,0.46175153380154743,0.7860151288461115,0.44447585412570223,0.1,BO
29,2025-12-19T00:41:45,0.7839418618325835,0.12866491153455684,0.818343531037435,0.7448108835631153,0.1,BO
30,2025-12-19T00:41:45,0.36920359978498096,0.1639768672630444,0.7719256541187565,0.5440581452340629,0.1,BO
31,2025-12-19T00:41:45,0.7211410799317597,0.22193727112507577,1.0884974402888332,0.5492096883062251,0.1,BO
32,2025-12-19T00:41:45,0.6359803248921398,0.07403362628821686,0.916241894336939,0.5002550908319086,0.1,BO
33,2025-12-19T00:41:45,0.8721856545071893,0.34088481712644914,0.40921044193059686,0.5231721532945882,0.1,BO
34,2025-12-19T00:41:45,0.6794280024493959,0.31997078089036135,0.6735619734758975,0.7413371810590668,0.1,BO
35,2025-12-19T00:41:45,0.5676673285966585,-0.20310780616998914,0.42524804012944406,0.6506860878302171,0.1,BO
36,2025-12-19T00:41:45,0.48540364267809677,-0.2843052004288995,1.2337185340921515,0.4054362131601511,0.1,BO
37,2025-12-19T00:41:45,0.758279462486553,0.05278501076591802,0.7182951211364501,0.6670836392550428,0.1,BO
38,2025-12-19T00:41:45,0.84686112383458,0.43596300142391575,0.42807925830095295,0.607316980091024,0.1,BO
39,2025-12-19T00:41:45,1.1889918735593077,-0.0016043906073313075,0.3681778016998356,0.44301356852137685,0.1,BO
40,2025-12-19T00:41:45,0.48814662432385925,0.15721950996981615,1.0013527691039048,0.6514479987532211,0.1,BO
41,2025-12-19T00:41:45,0.13156614975308845,0.8401187704398665,0.74949042346937,0.2800682002237622,0.1,BO
42,2025-12-19T00:41:45,0.3715043834596692,0.343212036523187,0.7157066406395041,0.7273549333963537,0.1,BO
43,2025-12-19T00:41:45,0.9116998946667194,0.09417222747458087,0.7890986282566996,0.5232164985853504,0.1,BO
44,2025-12-19T00:41:45,0.7451334608259939,-0.2619866513178186,0.5904397194014206,0.5130837548695604,0.1,BO
45,2025-12-19T00:41:45,0.6768970508412475,0.2303780090030636,0.39425783329843345,0.5953919266067766,0.1,BO
46,2025-12-19T00:41:45,0.5955675510833021,0.4645237930387207,0.6650538856283155,0.373654617582477,0.1,BO
47,2025-12-19T00:41:45,1.0306895041247235,0.357244901348591,0.7747149829054965,0.39781999585476213,0.1,BO
48,2025-12-19T00:41:45,1.14954999330125,0.8173982754396518,0.8901589783466242,0.1716688628918637,0.1,BO
49,2025-12-19T00:41:45,0.7833955891265831,0.44421504812628276,0.48877117445036244,0.6500665740625913,0.1,BO
