step,t_iso,Ay,Ey,Coup2,modulation,mod_err,chosen_by
1,2025-12-19T03:43:33,0.0,0.0,0.0,0.30741644970848603,0.01,init_structured
2,2025-12-19T03:43:33,0.5,0.0,0.0,0.6736123537453509,0.01,init_structured
3,2025-12-19T03:43:33,-0.5,0.0,0.0,0.04561443608771381,0.01,init_structured
4,2025-12-19T03:43:33,0.0,0.5,0.0,0.2448462177115163,0.01,init_structured
5,2025-12-19T03:43:33,0.0,-0.5,0.0,0.11559820020113772,0.01,init_structured
6,2025-12-19T03:43:33,0.0,0.0,0.5,0.33716217882293714,0.01,init_structured
7,2025-12-19T03:43:33,0.0,0.0,-0.5,0.1325717461048556,0.01,init_structured
8,2025-12-19T03:43:33,0.7294074529925738,-1.7847159247911093,-1.1185605089095545,0.0,0.01,init_random
9,2025-12-19T03:43:33,1.557788944723618,0.0,0.0,0.01537058654818616,0.01,LBO
10,2025-12-19T03:43:33,0.5,0.0,0.35175879396984916,0.703727727709754,0.01,LBO
11,2025-12-19T03:43:33,0.5,0.0,0.33165829145728637,0.7286085604288741,0.01,LBO
12,2025-12-19T03:43:33,0.5,0.21105527638190966,0.33165829145728637,0.8,0.01,LBO
13,2025-12-19T03:43:33,0.5,0.4120603015075375,0.33165829145728637,0.6473819186901987,0.01,LBO
14,2025-12-19T03:43:33,0.5,0.21105527638190966,0.4321608040201007,0.772699986902414,0.01,LBO
15,2025-12-19T03:43:33,0.5,0.21105527638190966,0.5728643216080402,0.6937764650123999,0.01,LBO
16,2025-12-19T03:43:33,0.5,0.21105527638190966,0.3115577889447236,0.775658458741742,0.01,LBO
17,2025-12-19T03:43:33,0.5,0.21105527638190966,0.2914572864321608,0.7697224204941505,0.01,LBO
18,2025-12-19T03:43:33,-0.5579803611784131,1.3983198879415277,1.2133379654844019,0.0,0.01,LBO+jitter
19,2025-12-19T03:43:33,0.5,0.15075376884422131,0.33165829145728637,0.7977460510809156,0.01,LBO
20,2025-12-19T03:43:33,0.15753721758891626,-1.5835885601259623,-0.8959723617054709,0.0,0.01,LBO+jitter
21,2025-12-19T03:43:33,0.27540917746736504,-1.327521905311337,-0.6459320787980318,0.0,0.01,LBO+jitter
22,2025-12-19T03:43:33,-1.0953478443690585,-1.7495682846031135,-1.3683261490559682,0.0005690084402533443,0.01,LBO+jitter
23,2025-12-19T03:43:33,-0.04365879682030682,0.3212868376557516,-1.6546531809465108,0.002710657535148958,0.01,LBO+jitter
24,2025-12-19T03:43:33,-1.2182834769653388,0.6607248813091484,-1.4639178941663755,0.015834915907490033,0.01,LBO+jitter
25,2025-12-19T03:43:33,1.5995685688195191,1.1515399243680715,0.0747128841354816,0.0,0.01,LBO+jitter
26,2025-12-19T03:43:33,0.3049274197861127,-0.14859435254913,1.7901158498813308,0.00804277760923192,0.01,LBO+jitter
27,2025-12-19T03:43:33,-0.4490989865441377,1.2525920497154384,-1.812825621769762,0.0,0.01,LBO+jitter
28,2025-12-19T03:43:33,1.4965298807676133,-1.0637150992335078,-0.6965236062879963,0.008120029645298614,0.01,LBO+jitter
29,2025-12-19T03:43:33,-1.489588049716792,-0.7558325214690607,-0.27880271886245156,0.01197608873572892,0.01,LBO+jitter
30,2025-12-19T03:43:33,0.9103056430927219,-0.4916453415390887,-0.2832761513942348,0.07436890496805515,0.01,LBO+jitter
31,2025-12-19T03:43:33,0.7007334350236718,-1.6449756506623885,-0.40626254481447743,0.0026104008584674357,0.01,LBO+jitter
32,2025-12-19T03:43:33,0.7939698492462313,0.21105527638190966,0.33165829145728637,0.6012291527990249,0.01,LBO
33,2025-12-19T03:44:51,1.365816021470653,1.3319001439197682,1.4536660060978077,0.0066331158460594605,0.01,LBO+jitter
34,2025-12-19T03:44:51,-2.0,0.21105527638190966,0.33165829145728637,0.01120258205508435,0.01,LBO
35,2025-12-19T03:44:51,0.5527638190954774,0.21105527638190966,0.33165829145728637,0.7854118149329807,0.01,LBO
36,2025-12-19T03:44:51,1.8148794554878696,0.17076628480989653,-1.2668648330941736,0.0004799687607633091,0.01,LBO+jitter
37,2025-12-19T03:44:51,-0.7404087925865439,0.11474270579502699,1.5781833735680713,0.0,0.01,LBO+jitter
38,2025-12-19T03:44:51,1.0739032420290844,-0.6304655269150721,0.7572208927055559,0.033092322414533124,0.01,LBO+jitter
39,2025-12-19T03:44:51,0.5117977429974503,-0.5820354477110228,0.9827830458499713,0.0769777811085737,0.01,LBO+jitter
40,2025-12-19T03:44:51,-1.879725802671325,0.6732778441241112,0.28390503789654487,0.0032621608781363645,0.01,LBO+jitter
41,2025-12-19T03:44:51,-0.18476872515281073,-0.4622783289309207,0.8970347742968925,0.05174052063990971,0.01,LBO+jitter
42,2025-12-19T03:44:51,0.5728643216080402,0.21105527638190966,0.33165829145728637,0.7849662526103486,0.01,LBO
43,2025-12-19T03:44:51,-0.7190280118677395,-1.1407367157550365,-1.9955556724122765,0.00864813964188844,0.01,LBO+jitter
44,2025-12-19T03:44:51,0.6001651683542617,-1.0254568879946233,-1.1650956052258845,0.01595748944010112,0.01,LBO+jitter
45,2025-12-19T03:44:51,0.3736838237301714,-1.021995190858826,-0.6555274439170837,0.004945528001247545,0.01,LBO+jitter
46,2025-12-19T03:44:51,-0.5715215958656961,1.8465027934303788,-0.8903233583623753,0.00600339355688879,0.01,LBO+jitter
47,2025-12-19T03:44:51,0.454442421089456,-1.010645685818334,-1.3017990644743809,0.0,0.01,LBO+jitter
48,2025-12-19T03:44:51,-0.6786668505947633,-1.1967170207922528,1.3375456080905614,0.005189219687115321,0.01,LBO+jitter
